station,name,date,prcp,tavg,tmax,tmin
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-08-27,0.0,70.0,79,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-08-28,0.0,68.5,80,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-08-29,0.0,71.0,81,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-08-30,0.0,68.0,79,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-08-31,0.0,70.0,81,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-01,0.0,70.5,81,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-02,0.0,70.0,79,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-03,0.0,70.0,79,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-04,0.34,71.5,80,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-05,0.02,77.5,88,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-06,0.28,78.5,90,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-07,0.61,67.0,72,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-08,0.0,65.5,76,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-09,0.0,65.5,75,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-10,0.0,67.5,74,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-11,0.0,71.0,82,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-12,0.0,71.0,81,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-13,0.0,70.5,79,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-14,0.0,72.5,83,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-15,0.0,74.0,83,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-16,0.0,71.0,77,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-17,0.22,66.5,70,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-18,0.0,77.0,87,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-19,0.0,76.0,86,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-20,0.0,67.5,75,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-21,0.0,65.5,73,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-22,0.0,64.0,73,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-23,0.0,76.0,88,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-24,0.08,75.5,81,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-25,0.09,76.0,81,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-26,0.0,76.5,86,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-27,0.0,72.0,80,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-28,0.07,77.0,89,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-29,0.0,73.0,80,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-09-30,0.0,73.5,83,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-01,0.0,64.5,73,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-02,0.0,60.0,68,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-03,0.0,63.0,75,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-04,0.0,69.5,87,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-05,0.0,74.0,87,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-06,0.0,71.0,83,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-07,0.0,73.5,83,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-08,0.12,65.5,74,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-09,0.0,54.0,62,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-10,0.0,52.5,64,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-11,0.14,62.0,67,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-12,0.5,60.5,65,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-13,0.5,56.5,59,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-14,0.0,59.5,65,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-15,0.0,63.0,72,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-16,0.0,56.0,65,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-17,0.0,57.5,67,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-18,0.0,57.5,68,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-19,0.0,62.5,73,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-20,0.18,61.5,70,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-21,0.06,59.5,71,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-22,0.32,58.5,66,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-23,0.0,53.5,63,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-24,0.0,52.5,63,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-25,0.0,53.5,62,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-26,0.0,53.5,63,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-27,0.0,49.5,59,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-28,0.0,48.5,55,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-29,0.04,53.0,57,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-30,2.04,57.0,64,50
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-10-31,0.0,55.5,60,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-01,0.0,53.5,61,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-02,0.0,51.5,63,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-03,0.0,54.0,60,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-04,0.0,54.0,63,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-05,0.0,55.5,70,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-06,0.0,50.0,58,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-07,0.0,49.0,63,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-08,0.09,61.0,69,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-09,0.1,55.0,62,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-10,0.28,48.0,60,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-11,0.0,37.5,42,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-12,0.0,45.0,51,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-13,0.0,48.5,55,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-14,0.0,47.0,55,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-15,0.04,45.0,52,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-16,0.05,50.0,59,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-17,0.0,42.5,48,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-18,0.0,41.5,49,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-19,0.26,43.5,49,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-20,0.0,41.0,49,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-21,0.0,49.0,54,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-22,0.17,47.0,54,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-23,0.0,40.5,50,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-24,0.0,49.0,56,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-25,0.72,50.0,59,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-26,0.14,54.5,61,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-27,0.0,41.5,48,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-28,0.0,38.0,45,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-29,0.0,38.0,46,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-11-30,0.04,40.5,45,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-01,0.0,37.0,45,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-02,0.71,35.0,41,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-03,0.0,37.5,44,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-04,0.0,34.0,44,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-05,0.0,25.5,31,20
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-06,0.02,37.5,44,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-07,0.0,35.5,44,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-08,0.0,29.5,38,21
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-09,0.0,24.5,34,15
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-10,0.09,38.5,47,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-11,0.0,33.5,39,28
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-12,0.0,30.5,37,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-13,0.02,32.5,43,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-14,0.5,27.0,33,21
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-15,0.0,25.0,31,19
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-16,0.0,26.0,32,20
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-17,0.0,34.0,46,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-18,0.02,41.0,51,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-19,1.08,45.5,59,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-20,0.0,33.5,40,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-21,0.0,37.5,47,28
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-22,0.0,31.5,41,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-23,0.12,37.0,40,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-24,0.0,41.5,49,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-25,0.0,40.0,51,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-26,0.29,25.0,29,21
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-27,0.17,26.0,31,21
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-28,0.02,27.5,36,19
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-29,0.09,39.5,47,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-30,0.0,31.5,36,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2025-12-31,0.0,30.5,35,26
